precip_type,total,total_accumulation,total_trace,ice,ice_accretion,ice_trace,note,narrative,id,city,state,zipcode,start,end,location_id
Snow,Widely Scattered Coating,0.0,Widely Scattered Coating,N/A,0,,,"A bit of wintry mix at the start/end of a mainly rain event from December 12th-13th. Light rain (mixed with some snow and sleet at the onset in elevations above 600 feet) began between 6 - 8 AM on the 12th with temperatures of 35 - 39 degrees. Rain continued into the daytime as temperatures soared to a high in the low-40s. At night, however, colder air began to funnel in behind the system, resulting in a changeover to light snow, sleet and flurries from 7 - 9 PM. Temperatures fell near to just below freezing not long after the changeover. The last of the flakes dissipated completely from 1 - 3 AM on the 13th. Temperature settled to 19 - 24 degrees by the end of the event.",27744,Bridgeport,CT,06611,2017-12-12T00:00:00,2017-12-13T03:00:00,10481
Snow,1.6,1.6,,N/A,0,,,"Light snow overspread the region between 1 - 3 AM on the 14th. The steadiest snow exited from 8 - 10 AM, with any lingering flurries tapering off by Noontime. Temperatures during the snowfall event held 21 - 26 degrees.",27810,New Britain,CT,06051,2017-12-14T00:00:00,2017-12-14T12:00:00,10366
Snow,1.3,1.3,,N/A,0,,,"Light snow developed between 11 PM on the 13th and 1 AM on the 14th. While the steadiest snow ended from 7 - 9 AM, a few lingering flurries lasted through Noontime. Temperatures held 21 - 26 degrees throughout the event.",27810,Bridgeport,CT,06611,2017-12-14T00:00:00,2017-12-14T12:00:00,10481
Snow,Scattered Coating,0.0,Scattered Coating,N/A,0,,,"Intermittent flurries & a brief band of very light snow occurred on December 16th. Intermittent flurries began between Noon - 3 PM on December 16th with temperatures around 32 degrees. However, a slightly better band of flurries & light snow pushed through between 4 - 7 PM, with the last of any flakes dissipating by 8 PM. Temperatures by the end of the event settled to 29 - 32 degrees.",27883,New Britain,CT,06051,2017-12-16T12:00:00,2017-12-16T20:00:00,10366
Snow,0.8,0.8,,N/A,0,,,A brief period of light snow impacted the evening commute on December 15th. Light snow began between 4 - 6 PM on the 15th. The last of the flakes dissipated from 8 - 10 PM. Temperatures held 21 - 25 degrees throughout the event.,27854,New Britain,CT,06051,2017-12-15T13:00:00,2017-12-15T23:59:00,10366
Snow,1.3,1.3,,N/A,0,,,Quick-hitting coastal system brought some snow to the region on December 15th. Light snow began between 1 - 4 PM on the 15th with temperatures of 26 - 29 degrees. Snow was briefly moderate near the New York border during the late afternoon to early evening hours. The last of the flakes fell between 9 - 11 PM with temperatures settling to 21 - 25 degrees.,27854,Bridgeport,CT,06611,2017-12-15T13:00:00,2017-12-15T23:59:00,10481
Wintry Mix,Widely Scattered Coating,0.0,Widely Scattered Coating,0.1,0.1,,,"Low pressure brings a wintry mix, then long-duration icing event December 22-23.    . Intermittent light snow & sleet entered the area between 11 AM and 2 PM on the 22nd with temperatures of 25 - 30 degrees. The snow mixed with a bit of sleet and freezing rain during the evening as temperatures rose slightly to 27 - 32 degrees. Although there was a bit of a lull overnight, there were some pockets of freezing fog and freezing drizzle. Freezing rain returned to the area between 3 and 6 AM on the 23rd. The freezing rain continued through the afternoon, before ending 5 to 8 PM that evening. Temperatures rose to 32 - 37 by the end of the event. The long duration of freezing rain caused repeated periods of icing.",28029,New Britain,CT,06051,2017-12-22T11:00:00,2017-12-23T20:00:00,10366
Freezing Rain,0.0,0.0,,Coating,0,Coating,,"Low pressure brings a wintry mix, then long-duration icing event December 22-23.    . Intermittent  flurries & sleet pellets entered the area between 11 AM and 2 PM on the 22nd with temperatures of 33 - 38 degrees. The flurries and sleet pellets changed over to freezing rain during the evening as temperatures dipped to 29 - 32 degrees. Although there was a bit of a lull overnight, there were some pockets of freezing fog and freezing drizzle. Freezing rain returned to the area between 2 and 5 AM on the 23rd. The freezing rain continued through the afternoon, before ending 5 to 8 PM that evening. Temperatures rose to 33 - 38 by the end of the event. The long duration of freezing rain caused repeated periods of icing.",28029,Bridgeport,CT,06611,2017-12-22T11:00:00,2017-12-23T20:00:00,10481
Wintry Mix,3.3,3.3,,Patchy,0,Patchy,,"A winter storm and subsequent snow showers occurred on Christmas Day. Light snow entered the area between 10 PM and Midnight on the 24th. The snow mixed with a bit of sleet and freezing drizzle before steadier snow developed from 2 - 4 AM on the 25th. The snow fell heavy at times towards and after daybreak. Snowfall rates reach 1-2"" per hour in the heaviest bands. Most of the steady snow tapered off from 9 - 11a. Temperatures held steady between 27 - 32 degrees. Intermittent snow showers returned Midday with temperatures of 32 - 37 degrees. The last of the flakes dissipated 7 - 9 PM as temperatures dipped back to 29 - 32 degrees. Winds became very gusty during the daylight hours of the 25th, with gusts reaching 30 - 40 mph.",28073,New Britain,CT,06051,2017-12-24T20:00:00,2017-12-25T23:00:00,10366
Snow,1.2,1.2,,N/A,0,,,"Snow, sleet, and rain mix from December 24-25. Scattered snow, sleet, rain and even some pockets of freezing rain developed between 8 - 11 PM on the 24th with temperatures of 30 - 35 degrees. Showers continued into the early morning hours of the 25th until steadier precipitation of snow and sleet moved in between 5 - 9 AM. Behind the main system, just a few lingering mixed sprinkle/flurries and rain/snow showers occurred before ending completely by Noon. Temperatures warmed back into the mid-to-upper 30s. Winds also gusted up to 30 - 40 mph through the morning.",28073,Bridgeport,CT,06611,2017-12-24T20:00:00,2017-12-25T23:00:00,10481
Snow,0.8,0.8,,N/A,0,,,"Clipper system brought some snow to the region on December 30th. Light snow began between 8 - 10 AM on the 30th. During the early afternoon, snow became briefly moderate in intensity in southern Hartford county. The last of the flakes dissipated from 4 - 6 PM. Temperatures generally held 13 - 18 degrees throughout the event, however in the steadiest afternoon snow, did dip as low as 8 - 13 degrees.",28222,New Britain,CT,06051,2017-12-30T07:00:00,2017-12-30T20:00:00,10366
Snow,1.4,1.4,,N/A,0,,,A clipper system brought light to even moderate snow to the area on the 30th. Light snow began between 7 - 9 AM on the 30th with temperatures of 14 - 17 degrees. The snow fell moderate in intensity closer to the New York border during the afternoon before lightening up before sunset. The last of the flakes dissipated from 4 - 6 PM. Temperatures by the end of the event rose slightly to 19 - 22 degrees.,28222,Bridgeport,CT,06611,2017-12-30T07:00:00,2017-12-30T20:00:00,10481
Snow,12.4,12.4,,N/A,0,,,"A potent winter storm impacted the state from January 4th-5th. Intermittent light snow began between 1 - 3 AM on the 4th with temperatures of 16 - 19 degrees. A steadier light snow worked in thereafter, becoming moderate to heavy just after sunrise. Winds began to kick up with these heavier bands, as well, with gusts of 25 - 35 mph, resulting in blowing & drifting. Visibilities dipped to a quarter mile or slightly less at times. Snowfall rates of 1-3""/hr existed throughout much of the daytime. Temperatures rose to an afternoon high of 25 - 28 degrees. The heavier bands exited around sunset, resulting in a light and increasingly intermittent snow to continue as winds gusted to 30 - 40 mph. Light snow ended completely from 10 PM - 1 AM going into the 5th. Temperatures settled to 18 - 22 degrees. Winds continued to stay gusty into the overnight, resulting in blowing and drifting even into the daytime of the 5th. The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28342,New Britain,CT,06051,2018-01-04T01:00:00,2018-01-05T02:00:00,10366
Snow,10.8,10.8,,N/A,0,,,"A powerful coastal system impacted the state on . January. 4th. Periods of light snow began between 2 - 4 AM on the 4th with temperatures of 23 - 28 degrees. The snow became moderate to heavy around to just after sunrise with temperatures dipping to a low of 19 - 24 degrees. Winds began to kick up with these heavier bands, as well, with gusts of 30 - 40 mph, resulting in blowing & drifting. Near-blizzard conditions were witnessed as visibilities dipped to a quarter mile or less for much of the daytime with snowfall rates of 1-3""/hr. Especially out near New Haven, lightning and thunder could be seen from over the waters. The heavier bands exited around sunset, resulting in a light and increasingly intermittent snow to continue as winds gusted to 40 - 50 mph. Any lingering flurries dissipated from 7 - 10 PM. Temperatures rose slightly back to 23 - 28 degrees. Winds continued to stay gusty into the overnight, resulting in blowing and drifting even into the daytime of the 5th. The combination of strong winds, heavy snow and a long period of cold weather made this a high-impact storm. Winds in particular led to significant blowing and drifting, which resulted in substantial variability of snow accumulation and higher-than-normal drifts.",28342,Bridgeport,CT,06611,2018-01-04T01:00:00,2018-01-05T02:00:00,10481
Wintry Mix,0.3,0.3,,Patchy,0,Patchy,,"A wintry mix of snow, sleet, and freezing rain occurred on January 8th. Light freezing rain and sleet within the river valley with more snow and sleet in the elevations developed between 2 and 4 PM on the 8th. All areas quickly changed over to light snow from 3 - 5 PM. The last of the flakes dissipated from 6 - 8 PM. Temperatures held 26 - 31 degrees throughout the event.",28458,New Britain,CT,06051,2018-01-08T14:00:00,2018-01-08T20:00:00,10366
Wintry Mix,0.3,0.3,,Coating,0,Coating,,"A wintry mix of freezing rain, sleet and snow occurred on January 8th. A mix of light freezing rain, sleet, and snow began between 2 and 4 PM on the 8th. The wintry mix quickly changed over to all snow before the last of the flakes dissipated from 5 - 7 PM. Temperatures held 28 - 31 degrees throughout the event.",28458,Bridgeport,CT,06611,2018-01-08T14:00:00,2018-01-08T20:00:00,10481
Snow,1.8,1.8,,N/A,0,,,"A complex wintry system brought snow to the area from January 16th-17th. A few flurries and intermittent light snow began to work in as early as 9 - 11 AM on the 16th with temperatures of 23 - 26 degrees. However, the steadier snow took until 11 PM - 2 AM going into the 17th with temperatures of 29 - 32 degrees. The snow continued into the daytime on the 17th before exiting from 3 - 5 PM. However, a few flurries lingered as late as 7 - 9 PM. Temperatures by the end of the event hovered around 32 degrees.",28678,New Britain,CT,06051,2018-01-16T04:00:00,2018-01-17T21:00:00,10366
Wintry Mix,0.2,0.2,,Patchy,0,Patchy,,January 17th winter storm brought rain and snow. A light to moderate rain arrived between 1 - 3 AM on the 17th with temperatures in the mid-30s. A gradual changeover to snow occurred from west to east from 10 AM - 1 PM. The last of the flakes dissipated from 3 - 5 PM. Temperatures hovered around 32 degrees by the end of the event.,28678,Bridgeport,CT,06611,2018-01-16T04:00:00,2018-01-17T21:00:00,10481
